endDate,researchDevelopment,effectOfAccountingCharges,incomeBeforeTax,minorityInterest,netIncome,sellingGeneralAdministrative,grossProfit,ebit,operatingIncome,otherOperatingExpenses,interestExpense,extraordinaryItems,nonRecurring,otherItems,incomeTaxExpense,totalRevenue,totalOperatingExpenses,costOfRevenue,totalOtherIncomeExpenseNet,discontinuedOperations,netIncomeFromContinuingOps,netIncomeApplicableToCommonShares,stockId,ticker
2019-12-31,,,1209000000,205000000.0,849000000,2912000000,4397000000,1407000000,1407000000,,-79000000,,,,314000000,11486000000,10079000000,7089000000,-198000000,,895000000,849000000,49765,GWW
2018-12-31,,,1081000000,172000000.0,782000000,2893000000,4348000000,1363000000,1363000000,,-82000000,,,,258000000,11221000000,9858000000,6873000000,-282000000,,823000000,782000000,49765,GWW
2017-12-31,,,936000000,138000000.0,586000000,2845000000,4098000000,1164000000,1164000000,,-86000000,,,,313000000,10425000000,9261000000,6327000000,-228000000,,623000000,586000000,49765,GWW
2019-12-31,,,172477000,-704000,173736000,36366000,211992000,0,175626000,,,,,,-419000,225461000,49835000,13469000,-3149000,,172896000,144835000,49766,NYMTO
2018-12-31,,,103738000,904000,102886000,28234000,132408000,0,104174000,44050000.0,,,,,-1057000,145644000,41470000,13236000,-436000,,104795000,79186000,49766,NYMTO
2017-12-31,,,91922000,4136000,91980000,22874000,114796000,0,91922000,44050000.0,,,,,3355000,132999000,41077000,18203000,0,,88567000,76320000,49766,NYMTO
2016-12-31,,,70655000,3087000,67551000,24507000,95097000,0,70590000,44050000.0,,,,,3095000,105811000,35221000,10714000,65000,,67560000,54651000,49766,NYMTO
2020-12-31,,,18885000,,15613000,42803000,69768000,0,20383000,6582000,,,,,3272000,69768000,49385000,0,-1498000,,15613000,15613000,49767,COFS
2019-12-31,,,8465000,,7171000,25215000,36653000,0,8575000,2863000,,,,,1294000,36653000,28078000,0,-110000,,7171000,7171000,49767,COFS
2018-12-31,,,8488000,,7333000,17989000,28949000,0,8673000,2287000,,,,,1155000,28949000,20276000,0,-185000,,7333000,7333000,49767,COFS
2017-12-31,,,8555000,,6168000,17287000,27889000,0,8755000,1847000,,,,,2387000,27889000,19134000,0,-200000,,6168000,6168000,49767,COFS
2020-02-29,,,24054155,,24054155,2704762,19686948,16947661,16947661,34525,-6510038,,,,0,19686948,2739287,0,7106494,,24054155,24054155,49770,IHIT
2019-02-28,,,20402692,,20402692,2550763,20766450,18215687,18215687,34525,-3892006,,,,0,20766450,2550763,0,2187005,,20402692,20402692,49770,IHIT
2018-02-28,,,13949679,,13949679,2435722,19227191,16791469,16791469,34525,-1059984,,,,0,19227191,2435722,0,-2841790,,13949679,13949679,49770,IHIT
2017-02-28,,,6159602,,6159602,616269,3501734,2849305,2849305,36160,-1059984,,,,0,3501734,652429,0,3310297,,6159602,6159602,49770,IHIT
2020-10-03,94195000,,-442723000,,-414139000,288798000,410874000,23894000,23894000,,-17037000,,,,-28584000,1228999000,1205105000,818125000,-466617000,,-414139000,-414139000,49771,COHR
2019-09-28,94453000,,60048000,,53825000,296039000,506165000,106613000,106613000,,-19122000,,,,6223000,1430640000,1324027000,924475000,-46565000,,53825000,53825000,49771,COHR
2018-09-29,110486000,,361555000,,247358000,314523000,830691000,394992000,394992000,,-25847000,,,,114195000,1902573000,1507581000,1071882000,-33437000,-2000.0,247360000,247358000,49771,COHR
2017-09-30,102666000,,302055000,,207122000,291092000,776669000,366887000,366887000,,-34362000,,,,93411000,1723311000,1356424000,946642000,-64832000,-1522000.0,208644000,207122000,49771,COHR
2019-12-31,,,6989000,,43539000,59582000,351487000,44630000,44630000,90188000,-34234000,,,,-36550000,597403000,552773000,245916000,-37641000,,43539000,43539000,49776,BRY
2018-12-31,,,190137000,,147102000,47253000,369783000,203625000,203625000,32634000,-35648000,,,,43035000,591178000,387553000,221395000,-13488000,,147102000,49160000,49776,BRY
2017-12-31,,,-520999000,,-524032000,63973000,242068000,-11969000,-11969000,93437000,-26699000,,,,3033000,466401000,478370000,224333000,-509030000,,-524032000,-39316000,49776,BRY
2016-12-31,,,-1283080000,,-1283196000,79236000,179864000,-118489000,-118489000,40894000,-61268000,,,,116000,418804000,537293000,238940000,-1164591000,,-1283196000,-1283196000,49776,BRY
2020-12-31,,,5910000,,5389000,37077000,48415000,0,5947000,5391000,,,,,521000,48415000,42468000,0,-37000,,5389000,5389000,49777,OPOF
2019-12-31,,,8940000,,7860000,35104000,47578000,0,8938000,3536000,,,,,1080000,47578000,38640000,0,2000,,7860000,7860000,49777,OPOF
2018-12-31,,,5198000,,4919000,33584000,43698000,0,5939000,4175000,,,,,279000,43698000,37759000,0,-741000,,4919000,4919000,49777,OPOF
2017-12-31,,,-126000,,-29000,31197000,38519000,0,3375000,3947000,,,,,-97000,38519000,35144000,0,-3501000,,-29000,-29000,49777,OPOF
2020-09-30,,,437300000,,324500000,613600000,1113400000,488800000,488800000,,-59300000,,,,112800000,6856800000,6368000000,5743400000,-51500000,,324500000,324500000,49778,OSK
2019-09-30,,,750700000,,579400000,685600000,1517400000,794900000,794900000,,-54400000,,,,171300000,8382000000,7587100000,6864600000,-44200000,,579400000,579400000,49778,OSK
2018-09-30,,,595700000,,471900000,685800000,1352000000,627900000,627900000,,-71600000,,,,123800000,7705500000,7077600000,6353500000,-32200000,,471900000,471900000,49778,OSK
2017-09-30,,,412800000,,285600000,672000000,1180800000,463000000,463000000,,-59600000,,,,127200000,6829600000,6366600000,5648800000,-50200000,,285600000,285600000,49778,OSK
2020-12-31,,,3761400000,,3775600000,219600000,5719200000,5499600000,5499600000,,-1287400000,,,,-124300000,27199700000,21700100000,21480500000,-1738200000,,3885700000,3774700000,49782,EPD
2019-12-31,,,4732700000,1063500000.0,4591300000,211700000,5778500000,5566800000,5566800000,,-1243000000,,,,45600000,32789200000,27222400000,27010700000,-834100000,,4687100000,4563600000,49782,EPD
2018-12-31,,,4298800000,438700000.0,4172400000,208300000,5183700000,4975400000,4975400000,,-1096700000,,,,60300000,36534200000,31558800000,31350500000,-676600000,,4238500000,4150900000,49782,EPD
2017-12-31,,,2881300000,225200000.0,2799300000,181100000,3721800000,3540700000,3540700000,,-984600000,,,,25700000,29241500000,25700800000,25519700000,-659400000,,2855600000,2783400000,49782,EPD
2020-12-31,,,-129016000,11376000,-129220000,59806000,447344000,74151000,74151000,,-45613000,,,,35000,1328129000,1253978000,880785000,-203167000,,-129051000,-129220000,49783,ARLP
2019-12-31,,,406715000,11935000,399414000,75499000,656760000,272186000,272186000,,-45875000,,,,-211000,1961720000,1689534000,1304960000,134529000,,406926000,392923000,49783,ARLP
2018-12-31,,,367492000,5290000,365044000,73314000,681293000,293454000,293454000,,-40218000,,,,22000,2002857000,1709403000,1321564000,74038000,,367470000,358289000,49783,ARLP
2017-12-31,,,304411000,20207000,281734000,65072000,662665000,328612000,328612000,,-39385000,,,,210000,1796220000,1467608000,1133555000,-24201000,,304201000,276369000,49783,ARLP
2019-12-31,,,-84341000,,-63417000,34172000,4985000,-29390000,-29390000,203000,-46389000,,,,-20924000,365070000,394460000,360085000,-54951000,,-63417000,-96441000,49784,LXU
2018-12-31,,,-70486000,,-72226000,35511000,11435000,-24076000,-24076000,203000,-42164000,,,,1740000,378160000,402236000,366725000,-46410000,,-72226000,-102741000,49784,LXU
2017-12-31,,,-71052000,,-29217000,34990000,5466000,-34691000,-34691000,5167000,-37267000,,,,-40759000,427504000,462195000,422038000,-36361000,1076000.0,-30293000,-59447000,49784,LXU
2016-12-31,,,-130089000,,112168000,40168000,-37206000,-76146000,-76146000,-1228000,-28745000,,,,-41956000,374585000,450731000,411791000,-53943000,200301000.0,-88133000,64760000,49784,LXU
2019-12-31,31933000,,73672000,,47748000,492625000,580944000,56386000,56386000,,,,,,25924000,1549354000,1492968000,968410000,17286000,,47748000,47748000,49785,RLX
2018-12-31,2065000,,2098000,,-287000,54971000,59247000,2211000,2211000,,-107000.0,,,,2385000,132613000,130402000,73366000,-113000,,-287000,-287000,49785,RLX
2019-12-26,,,99100000,258300000,36100000,135000000,310300000,162000000,162000000,,-58000000,,,,12400000,444800000,282800000,134500000,-62900000,,86700000,36100000,49787,NCMI
2018-12-27,,,103700000,278800000,29800000,111400000,309000000,158200000,158200000,,-55400000,,,,23500000,441400000,283200000,132400000,-54500000,,80200000,29800000,49787,NCMI
2017-12-28,,,294800000,287700000,58300000,107500000,301400000,156400000,156400000,,-52800000,,,,180300000,426100000,269700000,124700000,138400000,,114500000,58300000,49787,NCMI
2016-12-29,,,108900000,241500000,32900000,113000000,325400000,176800000,176800000,,-54000000,,,,14400000,447600000,270800000,122200000,-67900000,,94500000,32900000,49787,NCMI
2020-09-03,2600000000,,2990000000,,2687000000,881000000,6552000000,3060000000,3060000000,11000000,-194000000,,,,280000000,21435000000,18375000000,14883000000,-70000000,,2710000000,2687000000,49789,MU
2019-08-29,2441000000,,7051000000,987000000.0,6313000000,836000000,10702000000,7390000000,7390000000,35000000,-128000000,,,,693000000,23406000000,16016000000,12704000000,-339000000,,6358000000,6313000000,49789,MU
2018-08-30,2141000000,,14306000000,967000000.0,14135000000,813000000,17891000000,14926000000,14926000000,11000000,-342000000,,,,168000000,30391000000,15465000000,12500000000,-620000000,,14138000000,14135000000,49789,MU
2017-08-31,1824000000,,5204000000,849000000.0,5089000000,730000000,8436000000,5877000000,5877000000,5000000,-601000000,,,,114000000,20322000000,14445000000,11886000000,-673000000,,5090000000,5089000000,49789,MU
2020-12-31,,,1108000000,265000000,784000000,479000000,1267000000,780000000,780000000,8000000,,,,,295000000,8263000000,7483000000,6996000000,328000000,,813000000,784000000,49791,YUMC
2019-12-31,,,1003000000,98000000,713000000,896000000,1810000000,877000000,877000000,37000000,,,,,260000000,8776000000,7899000000,6966000000,126000000,,743000000,713000000,49791,YUMC
2018-12-31,,,950000000,104000000,708000000,859000000,1718000000,830000000,830000000,29000000,,,,,214000000,8415000000,7585000000,6697000000,120000000,,736000000,708000000,49791,YUMC
2017-12-31,,,803000000,82000000,398000000,897000000,1686000000,758000000,758000000,31000000,,,,,379000000,7769000000,7011000000,6083000000,45000000,,424000000,398000000,49791,YUMC
2019-12-31,,,-43800000,,-36200000,57100000,114100000,20000000,20000000,2100000,-47500000,,,,-7600000,269500000,249500000,155400000,-63800000,,-36200000,-17200000,49792,PACK
2018-12-31,,,-15700000,,-8600000,53200000,114600000,16100000,16100000,2100000,-30900000,,,,-7100000,267900000,251800000,153300000,-31800000,,-8600000,-8600000,49792,PACK
2017-12-31,,,-13700000,,27700000,46300000,112400000,43400000,43400000,-19200000,-30700000,,,,-41400000,244100000,200700000,131700000,-57100000,,27700000,27700000,49792,PACK
2020-06-30,7257000,,10804000,,8520000,23670000,43592000,12665000,12665000,,-9000,,,,2284000,101359000,88694000,57767000,-1861000,,8520000,8520000,49793,NSSC
2019-06-30,7212000,,13445000,,12223000,23212000,43890000,13466000,13466000,,-21000,,,,1222000,102932000,89466000,59042000,-21000,,12223000,12223000,49793,NSSC
2018-06-30,6630000,,8333000,,7649000,22951000,37995000,8414000,8414000,,-81000,,,,684000,91746000,83332000,53751000,-81000,,7649000,7649000,49793,NSSC
2017-06-30,6723000,,6295000,,5599000,23200000,36301000,6378000,6378000,,-83000,,,,696000,87374000,80996000,51073000,-83000,,5599000,5599000,49793,NSSC
2019-12-31,,,-1682671,,-1682671,6115830,12270327,1975611,1975611,,-3222356,,,,0,40023679,38048068,27753352,-3658282,,-1682671,-3459030,49794,ESEA
2018-12-31,,,-663396,,-108890,6101596,10402555,995008,995008,,-2700943,,,,0,34424737,33429729,24022182,-1658404,554506.0,-663396,-1444623,49794,ESEA
2017-12-31,,,-6944261,,-6094560,5134840,6603997,-1617705,-1617705,-499103.0,-1367288,,,,0,23759119,25376824,17155122,-5326556,849701.0,-6944261,-7903371,49794,ESEA
2016-12-31,,,-34079770,,-44221123,5073055,3278023,-6754519,-6754519,-499103.0,-1348101,,,,0,20545336,27299855,17267313,-27325251,-10141353.0,-34079770,-45946822,49794,ESEA
2019-12-31,,,-27474000,,-27474000,6864000,-19835000,-26699000,-26699000,,,,,,0,3977000,30676000,23812000,-775000,,-27474000,26382000,49796,TLIS
2018-12-31,,,-21337000,,-21337000,5432000,-15998000,-21430000,-21430000,,,,,,0,2390000,23820000,18388000,93000,,-21337000,-21337000,49796,TLIS
2020-12-31,197176000,,-106486000,,-108221000,133572000,190589000,-140159000,-140159000,,,,,,2346000,924664000,1064823000,734075000,33673000,,-108832000,-108221000,49800,SOGO
2019-12-31,190402000,,91853000,,89105000,178961000,433798000,64435000,64435000,,,,,,2748000,1172252000,1107817000,738454000,27418000,,89105000,89105000,49800,SOGO
2018-12-31,201739000,,99934000,,98781000,184266000,430688000,44683000,44683000,,,,,,1153000,1124158000,1079475000,693470000,55251000,,98781000,98781000,49800,SOGO
2017-12-31,172829000,,96622000,,82200000,184241000,450956000,93886000,93886000,,,,,,14422000,908357000,814471000,457401000,2736000,,82200000,57812000,49800,SOGO
2020-11-30,,,-792385000,,-784884000,27552000,16064000,-11488000,-11488000,,-38704000,,,,-7501000,16064000,27552000,0,-780897000,,-784884000,-784884000,49801,KYN
2019-11-30,,,-136803000,,-127045000,49492000,48799000,-693000,-693000,,-42114000,,,,-9758000,48799000,49492000,0,-136110000,,-127045000,-127045000,49801,KYN
2018-11-30,,,213323000,,228799000,52513000,25405000,-27108000,-27108000,,-41304000,,,,-15476000,25405000,52513000,0,240431000,,228799000,228799000,49801,KYN
2017-11-30,,,-184469000,,-159125000,55838000,20850000,-34988000,-34988000,,-41734000,,,,-25344000,20850000,55838000,0,-149481000,,-159125000,-159125000,49801,KYN
2020-09-30,,,25701000,,20009000,301592000,331142000,28361000,28361000,,-2048000,,,,5692000,1036842000,1008481000,705700000,-2660000,,20009000,20009000,49804,NGVC
2019-09-30,,,11814000,,9416000,220549000,238753000,17146000,17146000,,-4952000,,,,2398000,903582000,886436000,664829000,-5332000,,9416000,9416000,49804,NGVC
2018-09-30,,,10493000,,12661000,208262000,225573000,15638000,15638000,,-4560000,,,,-2168000,849042000,833404000,623469000,-5145000,,12661000,12661000,49804,NGVC
2017-09-30,,,10305000,,6891000,195839000,212336000,14098000,14098000,,-3793000,,,,3414000,769030000,754932000,556694000,-3793000,,6891000,6891000,49804,NGVC
2019-12-31,8989000,,1089000,,926000,15955000,25324000,380000,380000,,-5000,,,,163000,55739000,55359000,30415000,709000,,926000,926000,49805,AIRG
2018-12-31,9319000,,-2483000,,-2584000,18578000,26511000,-1386000,-1386000,,-31000,,,,101000,60625000,62011000,34114000,-1097000,,-2584000,-2584000,49805,AIRG
2017-12-31,7319000,,1167000,,1141000,15014000,23302000,969000,969000,,-99000,,,,26000,49521000,48552000,26219000,198000,,1141000,1141000,49805,AIRG
2016-12-31,5622132,,2204867,,2196686,10202776,19277075,3452167,3452167,,-1715392,,,,8181,43433867,39981700,24156792,-1247300,,2196686,2196686,49805,AIRG
2019-12-31,,,-8418000,,-8418000,5801000,576000,-8289000,-8289000,577000,-668000,,,,0,32255000,40544000,31679000,-129000,,-8418000,-8418000,49806,URG
2018-12-31,,,4534000,,4534000,5393000,9639000,1307000,1307000,508000,-1002000,,,,0,23496000,22189000,13857000,3227000,,4534000,4534000,49806,URG
2017-12-31,,,76000,,76000,5090000,9627000,1387000,1387000,527000,-1377000,,,,0,38368000,36981000,28741000,-1311000,,76000,76000,49806,URG
2016-12-31,,,-3027000,,-3010000,4740000,8571000,271000,271000,534000,-1977000,,,,-17000,27305000,27034000,18734000,-3298000,,-3010000,-3010000,49806,URG
2019-12-31,701054,,-7783271,,-7783271,13498784,6382041,-7817797,-7817797,,-75883,,,,0,10765153,18582950,4383112,34526,,-7783271,-7835771,49807,AEYE
2018-12-31,194429,,-5019874,,-5019874,7413003,3033612,-4573820,-4573820,,-178002,,,,0,5660427,10234247,2626815,-446054,,-5019874,-5073614,49807,AEYE
2017-12-31,181303,,-5607839,,-5607839,5692637,1355294,-4518646,-4518646,,-917992,,,,0,2739439,7258085,1384145,-1089193,,-5607839,-5683045,49807,AEYE
2016-12-31,343712,,-9578630,,-9578630,3282199,-232056,-4428214,-4428214,,-675997,,,,0,994265,5422479,1226321,-5150416,,-9578630,-9658630,49807,AEYE
2019-12-31,60376000,,-70981000,,-71244000,66205000,41230000,-66226000,-66226000,-19125000,-6065000,,,,263000,74649000,140875000,33419000,-4755000,,-71244000,-71244000,49809,CERS
2018-12-31,42564000,,-57335000,,-57564000,56841000,29274000,-54988000,-54988000,-15143000,-4008000,,,,229000,60908000,115896000,31634000,-2347000,,-57564000,-57564000,49809,CERS
2017-12-31,33710000,,-56698000,,-60585000,52615000,21037000,-57530000,-57530000,-7758000,-3022000,,,,3887000,43568000,101098000,22531000,832000,,-60585000,-60585000,49809,CERS
2016-12-31,31322000,,-62731000,,-62906000,48955000,16888000,-61297000,-61297000,-2092000,-2445000,,,,175000,37183000,98480000,20295000,-1434000,,-62906000,-62906000,49809,CERS
2019-12-31,5917000,,-1786000,,-414000,17851000,22289000,-1479000,-1479000,,-305000,,,,-1372000,48921000,50400000,26632000,-307000,,-414000,-414000,49810,WTT
2018-12-31,4909000,,83000,,35000,17901000,24167000,1357000,1357000,,-575000,,,,48000,52788000,51431000,28621000,-1274000,,35000,35000,49810,WTT
2017-12-31,4395000,,-3246000,,-4493000,16687000,19261000,-1821000,-1821000,,-296000,,,,1247000,46078000,47899000,26817000,-1425000,,-4493000,-4493000,49810,WTT
2016-12-31,4046000,,-2184000,,-1832000,11664000,13162000,-2548000,-2548000,,-296000,,,,-352000,31327000,33875000,18165000,364000,,-1832000,-1832000,49810,WTT
2019-12-31,,,-32282000,12722000,-32653000,9711000,1248000,-24563000,-24563000,210000,-1790000,,,,1958000,58410000,82973000,57162000,-7719000,,-34240000,-32653000,49813,USAS
2018-12-31,,,-10010000,12722000,-10678000,6720000,15168000,-6027000,-6027000,1208000,-1409000,,,,668000,68354000,74381000,53186000,-3983000,,-10678000,-10678000,49813,USAS
2017-12-31,,,-3893000,12722000,-3466000,6651000,13541000,-2730000,-2730000,185000,-723000,,,,-427000,54280000,57010000,40739000,-1163000,,-3466000,-3466000,49813,USAS
2016-12-31,,,-4997000,12722000,-5207000,5355000,11728000,-2848000,-2848000,152000,-2337000,,,,210000,58866000,61714000,47138000,-2149000,,-5207000,-5207000,49813,USAS
2019-12-31,9401000,,24272000,,20950000,141887000,171861000,20573000,20573000,,,,,,3322000,361943000,341370000,190082000,3699000,,20950000,20950000,49814,INGN
2018-12-31,7029000,,40455000,,51845000,133659000,178580000,37892000,37892000,,,,,,-11390000,358111000,320219000,179531000,2563000,,51845000,51845000,49814,INGN
2017-12-31,5313000,,29656000,,21002000,88334000,121237000,27590000,27590000,,,,,,8654000,249438000,221848000,128201000,2066000,,21002000,21002000,49814,INGN
2016-12-31,5113000,,22725000,,20519000,69333000,97310000,22864000,22864000,,-6000.0,,,,2206000,202829000,179965000,105519000,1987000,,20519000,20519000,49814,INGN
2020-12-31,,,193953000,,166830000,86745000,353149000,266404000,266404000,,-29463000,,,,27123000,1040930000,774526000,687781000,-72451000,,166830000,166830000,49815,PCH
2019-12-31,,,56671000,,55661000,61664000,145032000,83368000,83368000,,-30361000,,,,1010000,827098000,743730000,682066000,-26697000,,55661000,55661000,49815,PCH
2018-12-31,,,142079000,,122880000,67509000,268783000,201274000,201274000,,-35227000,,,,19199000,974579000,773305000,705796000,-59195000,,122880000,122880000,49815,PCH
